Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201297BA01109,261030,665030,-4.221871,55.858411,97,3,2,1,10-Sep-12,2,16:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,
201297BA01110,259930,664780,-4.239301,55.855848,97,2,1,1,05-Oct-12,6,14:30:00,926,S12000043,3,89,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA01112,262200,664940,-4.203148,55.857939,97,2,1,1,06-Dec-12,5,18:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,1,4,2,2,0,0,1,1,
201297BA01204,261510,665570,-4.214484,55.863398,97,2,1,1,16-Apr-12,2,16:55:00,926,S12000043,3,8,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,
201297BA01205,262400,663740,-4.199346,55.847222,97,3,2,2,13-May-12,1,14:00:00,926,S12000043,3,74,3,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297BA01210,263140,666050,-4.188702,55.868173,97,2,2,1,09-Oct-12,3,16:15:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA01302,263050,665140,-4.18968,55.859977,97,3,1,1,10-Feb-12,6,16:30:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297BA01304,261430,664530,-4.21523,55.854037,97,3,2,2,14-Apr-12,7,17:50:00,926,S12000043,4,763,6,30,6,2,3,89,0,4,1,1,1,0,0,1,1,
201297BA01306,261310,663770,-4.216757,55.847179,97,3,1,1,16-Jun-12,7,12:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
201297BA01309,260860,665030,-4.224584,55.858362,97,3,1,1,11-Sep-12,3,14:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,2,
201297BA01401,263060,666190,-4.190051,55.869407,97,3,1,1,12-Jan-12,5,12:30:00,926,S12000043,3,80,3,30,7,4,6,0,0,4,1,1,1,0,0,1,1,
201297BA01402,262600,664150,-4.196362,55.85096,97,3,1,1,12-Feb-12,1,18:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,5,0,1,1,
201297BA01409,259980,664600,-4.23841,55.854247,97,3,1,1,12-Sep-12,4,17:15:00,926,S12000043,3,749,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,
201297BA01601,261330,663460,-4.216279,55.844402,97,3,1,1,13-Jan-12,6,05:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,7,4,2,0,6,1,2,
201297BA01602,262880,665950,-4.192803,55.867201,97,2,1,1,13-Feb-12,2,21:30:00,926,S12000043,3,80,3,30,3,4,6,0,0,4,4,1,1,0,0,1,1,
201297BA01603,261270,665030,-4.218039,55.85848,97,3,1,1,11-Mar-12,1,20:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,
201297BA01604,261100,664240,-4.220349,55.851338,97,3,2,2,18-Apr-12,4,09:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,3,0,1,2,
201297BA01606,261030,665050,-4.221881,55.858591,97,3,1,1,15-Jun-12,6,15:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,
201297BA01607,263810,665310,-4.177632,55.861719,97,3,2,3,23-Jul-12,2,13:50:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,
201297BA01705,261050,665680,-4.221885,55.864253,97,3,2,1,21-May-12,2,08:50:00,926,S12000043,3,8,3,30,3,4,6,0,0,4,1,1,1,0,0,1,1,
201297BA01804,264330,665380,-4.169365,55.862494,97,3,2,1,20-Apr-12,6,10:29:00,926,S12000043,3,8,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BA01806,262970,666080,-4.191432,55.868394,97,3,2,3,17-Jun-12,1,17:05:00,926,S12000043,3,80,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA01807,260710,663510,-4.226198,55.844672,97,3,1,1,25-Jul-12,4,16:35:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA01901,262330,665420,-4.201316,55.862286,97,2,1,1,13-Jan-12,6,20:20:00,926,S12000043,3,8,6,30,3,2,3,80,0,5,4,1,2,0,0,1,1,
201297BA01908,263280,665070,-4.185973,55.859414,97,3,2,1,21-Aug-12,3,08:25:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,
201297BA01910,263650,664770,-4.179915,55.856825,97,3,2,2,16-Oct-12,3,13:05:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BA01912,259800,665120,-4.241552,55.858863,97,2,1,1,16-Dec-12,1,00:50:00,926,S12000043,3,8,6,30,6,2,6,0,0,5,4,1,2,0,0,1,1,
201297BA02001,260070,664520,-4.236932,55.853555,97,3,1,1,16-Jan-12,2,18:20:00,926,S12000043,3,74,6,30,7,2,6,0,0,5,4,1,1,0,0,1,1,
201297BA02003,260630,664480,-4.227973,55.853358,97,3,1,1,13-Mar-12,3,13:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2,
201297BA02006,262950,663910,-4.190654,55.848905,97,2,1,1,24-Jun-12,1,17:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA02101,261670,664500,-4.211384,55.853837,97,2,1,1,14-Jan-12,7,15:20:00,926,S12000043,3,89,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297BA02105,261280,663970,-4.217338,55.848966,97,2,2,1,23-May-12,4,16:50:00,926,S12000043,3,74,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,
201297BA02108,260660,663160,-4.226817,55.841515,97,3,2,1,06-Aug-12,2,08:50:00,926,S12000043,4,763,6,30,3,2,6,0,0,0,1,1,1,0,0,1,2,
201297BA02109,262940,666030,-4.191886,55.867937,97,3,2,1,20-Sep-12,5,10:45:00,926,S12000043,3,80,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,
201297BA02110,263970,665150,-4.174997,55.860327,97,3,2,1,17-Oct-12,4,14:15:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,
201297BA02111,261120,663470,-4.219635,55.844431,97,3,2,1,24-Nov-12,7,10:20:00,926,S12000043,3,749,3,30,6,2,6,0,0,4,1,1,2,0,0,1,1,
201297BA02112,261710,665330,-4.211169,55.8613,97,3,2,1,17-Dec-12,2,08:00:00,926,S12000043,4,763,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,2,
201297BA02201,261750,664480,-4.210097,55.85368,97,3,1,1,14-Jan-12,7,14:50:00,926,S12000043,3,89,1,30,1,4,6,0,0,0,1,1,2,4,6,1,1,
201297BA02202,262920,663540,-4.190946,55.845574,97,3,1,1,17-Feb-12,6,17:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BA02205,262050,664420,-4.205278,55.853227,97,3,1,1,16-May-12,4,18:15:00,926,S12000043,3,80,3,30,0,-1,-1,0,0,5,1,1,2,0,0,1,1,
201297BA02207,262710,663470,-4.194262,55.844886,97,3,2,1,28-Jul-12,7,12:10:00,926,S12000043,3,74,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA02210,261710,662700,-4.209828,55.837687,97,3,2,2,17-Oct-12,4,15:30:00,926,S12000043,3,749,3,30,0,-1,-1,0,0,8,1,2,2,0,0,1,2,
201297BA02211,260870,663830,-4.223809,55.847591,97,3,1,1,26-Nov-12,2,22:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297BA02309,260400,664160,-4.23148,55.850418,97,3,2,1,21-Sep-12,6,11:40:00,926,S12000043,6,0,6,30,7,2,3,8,0,5,1,1,1,0,0,1,1,
201297BA02401,263530,665440,-4.182168,55.862807,97,2,1,1,16-Jan-12,2,13:25:00,926,S12000043,3,8,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297BA02405,262920,663670,-4.191012,55.846742,97,2,1,1,13-May-12,1,15:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,1,1,2,2,0,0,1,1,
201297BA02407,262200,664390,-4.202868,55.853001,97,3,2,1,10-Jul-12,3,21:30:00,926,S12000043,6,0,6,30,9,2,6,0,0,4,1,2,2,0,0,1,1,
201297BA02505,260740,664710,-4.226336,55.855454,97,3,2,1,24-May-12,5,17:00:00,926,S12000043,3,89,3,30,6,4,6,0,0,5,1,1,1,0,0,1,1,
201297BA02506,260720,664010,-4.226295,55.849164,97,3,2,1,26-Jun-12,3,17:00:00,926,S12000043,3,74,6,30,3,4,3,749,0,4,1,2,2,0,0,1,1,
201297BA02509,259800,665130,-4.241557,55.858953,97,3,1,1,22-Sep-12,7,19:30:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,
201297BA02511,261910,665490,-4.208057,55.862794,97,3,2,1,30-Nov-12,6,12:10:00,926,S12000043,3,80,3,30,7,4,4,763,0,0,1,1,1,0,0,1,1,
201297BA02605,261720,665530,-4.211111,55.863099,97,3,2,1,31-May-12,5,12:30:00,926,S12000043,3,8,6,30,6,2,6,0,0,0,1,1,1,0,0,1,2,
201297BA02611,263030,665440,-4.190151,55.862665,97,3,2,1,30-Nov-12,6,10:50:00,926,S12000043,3,8,3,30,6,4,6,0,0,0,1,1,2,0,0,1,1,
201297BA02704,263160,666110,-4.188413,55.868717,97,3,2,1,24-Apr-12,3,18:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297BA02706,260380,664190,-4.231814,55.850682,97,3,2,1,29-Jun-12,6,14:10:00,926,S12000043,3,741,3,30,7,2,6,0,0,5,1,2,2,0,0,1,1,
201297BA02809,260110,665570,-4.236836,55.862993,97,2,2,1,09-Sep-12,1,08:30:00,926,S12000043,3,8,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BA02812,261230,663300,-4.217793,55.842936,97,3,2,1,20-Dec-12,5,18:00:00,926,S12000043,3,749,3,30,6,2,6,0,0,5,4,2,2,0,0,1,1,
201297BA02901,262280,665440,-4.202125,55.862451,97,2,1,1,20-Jan-12,6,16:30:00,926,S12000043,3,8,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BA02909,262490,664190,-4.198138,55.851288,97,3,3,1,25-Sep-12,3,19:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,5,4,2,2,0,0,1,1,
201297BA02910,263250,665180,-4.186507,55.860393,97,3,2,1,22-Oct-12,2,20:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297BA03001,263020,665440,-4.19031,55.862662,97,3,2,1,30-Jan-12,2,11:55:00,926,S12000043,3,8,3,30,7,4,6,0,0,0,1,1,1,0,0,1,1,
201297BA03002,262020,665480,-4.206296,55.862736,97,3,2,5,19-Feb-12,1,15:50:00,926,S12000043,3,8,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,
201297BA03003,263830,665320,-4.177318,55.861814,97,3,2,1,20-Mar-12,3,16:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297BA03004,260940,664750,-4.223164,55.855871,97,3,2,1,30-Apr-12,2,21:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,5,5,1,0,0,1,1,
201297BA03006,263650,664770,-4.179915,55.856825,97,3,2,1,24-Jun-12,1,15:15:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,
201297BA03009,261850,664450,-4.208485,55.853439,97,3,2,1,25-Sep-12,3,20:00:00,926,S12000043,3,89,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,2,
201297BA03010,261820,664460,-4.208969,55.853521,97,3,2,1,24-Oct-12,4,19:40:00,926,S12000043,6,0,3,30,7,2,3,89,0,5,4,1,1,0,0,1,1,
201297BA03206,261110,663480,-4.2198,55.844518,97,3,2,2,11-Jun-12,2,13:55:00,926,S12000043,3,749,3,30,6,2,6,0,0,5,1,1,2,0,0,1,1,
201297BA03209,260210,664730,-4.234806,55.855481,97,3,1,1,27-Sep-12,5,17:20:00,926,S12000043,3,74,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA03303,264760,665950,-4.162784,55.867733,97,3,2,1,25-Mar-12,1,12:02:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BA03401,262830,663720,-4.192474,55.847165,97,3,1,1,20-Jan-12,6,20:40:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,6,2,2,0,0,1,1,
201297BA03409,263330,666450,-4.18587,55.871818,97,3,1,1,28-Sep-12,6,08:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,
201297BA03509,263690,666430,-4.180111,55.871741,97,3,2,1,28-Sep-12,6,08:45:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BA03512,261570,665050,-4.213261,55.858746,97,3,2,1,23-Dec-12,1,13:40:00,926,S12000043,4,763,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297BA03610,260980,663680,-4.221977,55.846276,97,3,2,1,30-Oct-12,3,19:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,
201297BA03803,261610,663920,-4.212045,55.848612,97,3,2,1,28-Mar-12,4,07:50:00,926,S12000043,3,74,3,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297BA03903,261440,664560,-4.215085,55.854309,97,3,2,1,31-Mar-12,7,11:20:00,926,S12000043,4,703,6,30,6,2,3,89,0,4,1,1,1,0,0,1,2,
201297BA04101,259620,664650,-4.244182,55.854591,97,3,2,1,30-Jan-12,2,11:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,5,0,1,2,
201297BA04103,262310,664810,-4.201326,55.856803,97,3,2,1,02-Mar-12,6,09:00:00,926,S12000043,6,0,6,30,5,4,6,0,0,5,1,1,1,0,0,1,1,
201297BA04201,261970,663580,-4.206127,55.845663,97,3,2,1,30-Jan-12,2,14:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,7,0,1,1,
201297BA04210,263690,665460,-4.179623,55.863032,97,3,2,1,30-Oct-12,3,14:00:00,926,S12000043,3,8,3,40,6,4,6,0,0,0,1,1,2,0,0,1,2,
201297BA04301,264680,665740,-4.163957,55.865825,97,3,1,1,30-Jan-12,2,21:00:00,926,S12000043,6,0,6,30,2,4,6,0,0,0,4,1,1,0,0,1,1,
201297BA04701,260390,665950,-4.232561,55.866486,97,3,3,1,30-Jan-12,2,07:30:00,926,S12000043,1,8,3,60,5,4,1,8,0,0,1,1,1,0,0,1,2,
201297BA70104,261050,665690,-4.22189,55.864343,97,3,2,1,04-Apr-12,4,09:10:00,926,S12000043,3,8,3,30,9,4,6,0,0,0,1,1,1,0,0,1,1,
201297BA70106,261610,665980,-4.213097,55.867107,97,2,2,2,22-Jun-12,6,16:20:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297BA70109,262140,666200,-4.204746,55.869235,97,2,2,2,04-Sep-12,3,16:05:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA70110,261480,665980,-4.215173,55.86707,97,3,2,1,03-Oct-12,4,07:30:00,926,S12000043,1,8,3,50,7,4,6,0,0,0,1,2,2,0,0,1,1,
201297BA70112,261880,666070,-4.208832,55.867993,97,3,3,1,05-Dec-12,4,07:20:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,8,4,0,0,1,1,
201297BA70202,260670,665900,-4.228065,55.866118,97,3,3,1,28-Feb-12,3,07:50:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BA70211,264040,666110,-4.174361,55.868966,97,3,2,2,12-Nov-12,2,14:40:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297BA70304,264550,665990,-4.166158,55.868033,97,3,2,1,24-Apr-12,3,12:10:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297BA70309,262120,666170,-4.20505,55.86896,97,3,2,1,11-Sep-12,3,20:00:00,926,S12000043,1,8,3,50,5,4,1,80,0,0,4,1,2,0,0,1,1,
201297BA70404,261710,666010,-4.211516,55.867406,97,3,2,1,24-Apr-12,3,15:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297BA70409,263310,666670,-4.186301,55.873788,97,3,2,1,16-Sep-12,1,22:30:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297BA70411,263530,666610,-4.182757,55.873312,97,3,2,1,19-Nov-12,2,10:30:00,926,S12000043,1,8,3,60,0,-1,-1,0,0,0,1,5,5,0,2,1,1,
201297BC00103,261560,666660,-4.214243,55.873198,97,3,1,1,07-Mar-12,4,14:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC00106,260550,668030,-4.231078,55.885207,97,3,2,3,10-Jun-12,1,14:00:00,926,S12000043,6,0,3,30,5,4,3,803,0,0,1,2,2,0,0,1,1,
201297BC00108,260510,668310,-4.231861,55.88771,97,3,1,1,08-Aug-12,4,19:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC00205,260330,668180,-4.234669,55.88649,97,3,2,1,02-May-12,4,13:55:00,926,S12000043,4,808,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,
201297BC00304,260590,666020,-4.229404,55.867173,97,3,1,1,04-Apr-12,4,18:00:00,926,S12000043,6,0,2,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC00310,263280,668490,-4.187699,55.89012,97,3,2,1,09-Oct-12,3,15:45:00,926,S12000043,4,765,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,
201297BC00403,261270,667840,-4.219479,55.883709,97,2,2,1,07-Mar-12,4,18:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BC00408,260310,668160,-4.234978,55.886305,97,3,1,1,16-Aug-12,5,12:55:00,926,S12000043,4,808,9,30,6,4,6,0,0,5,1,2,2,0,0,1,1,
201297BC00411,261600,666730,-4.21364,55.873838,97,2,1,1,10-Nov-12,7,19:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,
201297BC00412,260350,666230,-4.233344,55.868989,97,3,1,1,04-Dec-12,3,07:50:00,926,S12000043,3,814,3,30,7,2,6,0,0,4,4,1,2,0,0,1,1,
201297BC00504,260340,668240,-4.23454,55.887032,97,3,2,3,11-Apr-12,4,18:25:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,3,0,1,1,
201297BC00505,261810,665510,-4.209664,55.862945,97,2,2,2,15-May-12,3,17:10:00,926,S12000043,3,80,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BC00511,260400,666810,-4.232845,55.87421,97,3,1,1,12-Nov-12,2,17:10:00,926,S12000043,3,803,3,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,
201297BC00703,263290,668480,-4.187534,55.890033,97,3,2,2,07-Mar-12,4,21:15:00,926,S12000043,4,765,1,30,1,4,6,0,0,0,1,1,2,0,0,1,2,
201297BC00705,263810,667240,-4.178602,55.879047,97,3,1,1,25-May-12,6,20:55:00,926,S12000043,3,80,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC00707,261500,667400,-4.215579,55.879825,97,2,2,1,06-Jul-12,6,15:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BC00802,262780,668770,-4.195829,55.892492,97,3,1,1,01-Feb-12,4,08:55:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BC00804,260430,667000,-4.232463,55.875925,97,3,2,1,19-Apr-12,5,12:30:00,926,S12000043,3,803,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC00810,260440,667170,-4.232391,55.877454,97,2,1,1,16-Oct-12,3,15:40:00,926,S12000043,3,803,3,40,6,2,6,0,0,5,1,1,2,0,0,1,1,
201297BC00812,259920,666480,-4.240339,55.871108,97,3,5,3,07-Dec-12,6,09:05:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,1,1,
201297BC00902,260440,667500,-4.232561,55.880417,97,3,2,1,16-Feb-12,5,11:00:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297BC00905,260280,666220,-4.234457,55.868878,97,3,2,1,24-May-12,5,13:10:00,926,S12000043,3,804,3,30,3,2,3,803,0,0,1,1,1,0,0,1,1,
201297BC00908,264140,667550,-4.173487,55.881924,97,3,2,1,28-Aug-12,3,18:15:00,926,S12000043,3,80,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BC00909,260330,668170,-4.234664,55.8864,97,3,3,1,18-Sep-12,3,08:45:00,926,S12000043,4,808,6,30,6,1,6,0,0,0,1,1,2,0,0,1,1,
201297BC01004,261020,666440,-4.222753,55.871068,97,3,1,1,24-Apr-12,3,08:55:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC01109,262820,667210,-4.1944,55.878497,97,3,2,1,26-Sep-12,4,17:40:00,926,S12000043,6,0,6,30,3,2,6,0,0,4,1,1,1,0,0,1,1,
201297BC01110,262050,669330,-4.207779,55.897311,97,3,2,1,22-Oct-12,2,14:05:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BC01201,262970,668000,-4.192404,55.885633,97,3,1,1,20-Jan-12,6,07:15:00,926,S12000043,4,765,6,30,0,-1,-1,0,0,0,4,8,4,0,0,2,1,
201297BC01311,261710,666700,-4.211868,55.873601,97,3,3,2,24-Nov-12,7,13:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297BC01401,261460,666780,-4.215901,55.874247,97,2,2,2,25-Jan-12,4,10:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC01410,262550,669370,-4.199809,55.897813,97,1,1,2,26-Oct-12,6,11:30:00,926,S12000043,4,765,6,30,0,-1,-1,0,0,8,1,1,1,0,0,2,1,
201297BC01412,262020,666770,-4.206953,55.874318,97,3,1,1,20-Dec-12,5,17:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,7,2,2,0,0,1,2,
201297BC01512,260590,668420,-4.230639,55.88872,97,3,1,1,21-Dec-12,6,10:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BC01710,260430,668640,-4.233309,55.890649,97,3,1,1,30-Oct-12,3,15:15:00,926,S12000043,3,803,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297BC01711,260130,665900,-4.236687,55.865962,97,3,2,2,28-Nov-12,4,23:00:00,926,S12000043,1,8,7,70,7,4,3,803,0,0,6,1,4,0,0,1,1,
201297BC01803,263020,669270,-4.192248,55.897049,97,3,2,1,30-Mar-12,6,12:35:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297BC02003,263540,668720,-4.183661,55.892259,97,2,1,1,31-Mar-12,7,02:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,
201297BC02201,261380,667950,-4.217778,55.884729,97,3,2,2,30-Jan-12,2,20:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
201297BC70102,263010,666820,-4.191168,55.875049,97,3,2,1,19-Feb-12,1,10:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297BC70106,260290,666400,-4.23439,55.870497,97,3,1,1,05-Jun-12,3,19:20:00,926,S12000043,3,803,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BC70111,259790,666300,-4.242322,55.869454,97,3,2,1,09-Nov-12,6,17:00:00,926,S12000043,1,8,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BD00106,268080,664260,-4.108947,55.853478,97,3,2,1,06-Jun-12,4,14:40:00,926,S12000043,3,8,3,40,6,4,5,0,0,4,1,1,2,0,0,1,1,
201297BD00110,266840,664470,-4.128843,55.855023,97,3,2,3,02-Oct-12,3,15:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BD00111,264050,662630,-4.172457,55.837724,97,3,2,1,01-Nov-12,5,10:55:00,926,S12000043,3,74,3,30,3,2,6,0,0,4,1,2,2,0,0,1,1,
201297BD00112,264410,662410,-4.166603,55.83585,97,3,2,3,01-Dec-12,7,12:00:00,926,S12000043,3,74,3,40,0,-1,-1,0,0,0,1,1,4,0,0,1,2,
201297BD00208,266820,664250,-4.129055,55.853042,97,3,2,1,04-Aug-12,7,18:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,
201297BD00212,264820,664490,-4.161098,55.85464,97,3,4,1,01-Dec-12,7,06:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,8,4,0,0,1,1,
201297BD00307,264290,664180,-4.169403,55.851708,97,3,2,2,05-Jul-12,5,19:00:00,926,S12000043,3,89,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297BD00310,264910,661800,-4.158322,55.830513,97,3,2,2,03-Oct-12,4,12:20:00,926,S12000043,6,0,6,60,9,4,6,0,0,0,1,1,1,0,0,1,1,
201297BD00311,266460,662820,-4.134097,55.840103,97,3,1,1,05-Nov-12,2,19:45:00,926,S12000043,3,74,3,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297BD00401,263920,663330,-4.174882,55.843972,97,2,1,1,07-Jan-12,7,22:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297BD00404,262810,664110,-4.19299,55.850661,97,3,1,1,09-Apr-12,2,23:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297BD00410,264330,664900,-4.169125,55.858184,97,3,1,1,04-Oct-12,5,09:00:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297BD00411,269390,664050,-4.087935,55.85195,97,3,2,1,08-Nov-12,5,07:10:00,926,S12000043,3,8,7,30,1,4,3,8,0,0,4,2,2,0,0,2,1,
201297BD00412,264900,662400,-4.15878,55.835897,97,3,2,1,05-Dec-12,4,10:55:00,926,S12000043,3,74,3,30,6,2,4,765,0,4,1,1,2,0,0,1,1,
